epoch,time,generator_loss,discriminator_loss
492,2022_08_16_10_10_52,23.0978,-1.8854
493,2022_08_16_10_10_54,21.5560,-2.6744
494,2022_08_16_10_10_56,22.3736,3.1014
495,2022_08_16_10_10_58,21.8551,-1.0452
496,2022_08_16_10_11_01,19.6837,-4.9006
497,2022_08_16_10_11_03,21.9999,-1.8754
498,2022_08_16_10_11_05,18.3318,-0.1083
499,2022_08_16_10_11_08,18.3484,-2.5588
500,2022_08_16_10_11_10,19.8537,1.6718
501,2022_08_16_10_11_13,17.4520,-2.0378
502,2022_08_16_10_11_16,17.1067,0.9914
503,2022_08_16_10_11_18,12.8193,-1.2425
504,2022_08_16_10_11_20,17.0313,-1.2061
505,2022_08_16_10_11_23,15.9782,0.1781
506,2022_08_16_10_11_26,15.8429,0.0830
507,2022_08_16_10_11_29,15.2622,0.0868
508,2022_08_16_10_11_31,16.7222,3.0392
509,2022_08_16_10_11_33,13.0849,-1.5777
510,2022_08_16_10_11_35,13.9192,1.2360
511,2022_08_16_10_11_38,13.1054,-0.8130
512,2022_08_16_10_11_40,12.2502,0.9603
513,2022_08_16_10_11_42,13.2950,1.9189
514,2022_08_16_10_11_44,12.9693,-0.3348
515,2022_08_16_10_11_47,14.6251,1.8640
516,2022_08_16_10_11_49,14.9770,0.2572
517,2022_08_16_10_11_51,13.9605,3.1518
518,2022_08_16_10_11_54,14.2505,2.8569
519,2022_08_16_10_11_56,14.2051,-3.0425
520,2022_08_16_10_11_59,13.9275,2.0140
521,2022_08_16_10_12_01,18.1974,2.1096
522,2022_08_16_10_12_04,17.9294,1.9060
523,2022_08_16_10_12_06,19.1719,-0.7202
524,2022_08_16_10_12_08,20.1683,-1.7195
525,2022_08_16_10_12_11,19.1990,-0.2272
526,2022_08_16_10_12_13,17.8255,-1.0150
527,2022_08_16_10_12_15,19.2960,-2.4488
528,2022_08_16_10_12_18,21.5796,-0.0989
529,2022_08_16_10_12_20,18.5597,0.1193
530,2022_08_16_10_12_22,20.3192,1.0952
531,2022_08_16_10_12_25,21.6402,0.0182
532,2022_08_16_10_12_27,22.0590,-2.0431
533,2022_08_16_10_12_29,23.1733,2.9506
534,2022_08_16_10_12_31,22.7515,3.6594
535,2022_08_16_10_12_34,21.8446,3.0708
536,2022_08_16_10_12_36,24.1187,-1.7673
537,2022_08_16_10_12_38,21.5976,-0.7019
538,2022_08_16_10_12_41,20.9454,-0.0352
539,2022_08_16_10_12_43,17.7709,-0.4236
540,2022_08_16_10_12_45,18.5525,0.9483
541,2022_08_16_10_12_48,19.2128,0.2840
542,2022_08_16_10_12_50,18.3116,0.6860
